Features,1,2,3,4,5,Mode,Mean,Std
ROI_mean,53,15,23,32,36,15,31.8,14.377065069060514
Profit_margin_growth_rate_median,16,20,18,22,16,16,18.4,2.6076809620810595
Equity_Ratio_min,80,27,51,16,39,16,42.6,24.66373856494591
DuPont_Ratio_min,57,64,16,48,52,16,47.4,18.541844568434932
Debt_to_equity_ratio_min,81,26,50,17,38,17,42.4,24.905822612393273
Total_asset_turnover_median,17,115,136,111,60,17,87.8,48.4427497155147
P_to_S_median,19,34,180,31,20,19,56.8,69.18598123897645
Liquidity_ratios_mean,56,74,19,61,91,19,60.2,26.715164233071825
Net_return_on_working_capital_max,142,19,134,138,132,19,113.0,52.687759489277965
Quick_Ratio_min,20,33,141,29,21,20,48.8,51.82856355331488
Total_asset_turnover_min,21,122,126,124,97,21,98.0,44.62622547336936
DuPont_Ratio_max,54,32,22,28,24,22,32.0,12.884098726725126
Current_ratio_min,22,38,135,36,26,22,51.4,47.210168396225825
Sale_to_current_assets_min,24,118,93,101,45,24,76.2,39.8208488106419
Operating_cash_flow_to_sales_mean,25,100,171,117,75,25,97.6,53.73825453064139
Equity_Ratio_max,38,31,37,26,41,26,34.6,6.024948132556827
ROI_median,68,28,26,54,67,26,48.6,20.489021450523204
Operating_cash_flow_to_sales_median,26,91,153,134,93,26,99.4,48.911143924467765
Debt_to_equity_ratio_max,39,30,38,27,40,27,34.8,5.890670590009256
Liquidity_ratios_max,61,109,27,105,110,27,82.4,37.10525569242179
P_to_S_mean,27,135,165,142,123,27,118.4,53.33666656250651
Quick_Ratio_median,28,39,107,35,32,28,48.2,33.116461163596576
ROA_mean,123,48,28,59,83,28,68.2,36.506163863106735
Sale_to_current_assets_max,40,104,95,84,28,28,70.2,34.061708706405206
Net_profit_margin_mean,29,53,100,52,46,29,56.0,26.410225292488512
Cash_to_total_assets_ratio_median,162,188,29,182,170,29,146.2,66.29630457272863
Profit_margin_before_interest_and_taxes_max,30,70,157,82,63,30,80.4,46.9606218016755
P_to_E_min,184,173,30,155,175,30,143.4,64.2596296285623
Sale_to_current_assets_mean,31,106,90,87,43,31,71.4,32.500769221666125
Return_ratio_without_risk_min,127,60,151,45,31,31,82.8,53.001886758869254
Net_return_on_working_capital_min,153,145,31,151,139,31,123.8,52.165122447857826
Sale_to_current_assets_median,32,108,97,86,44,32,73.4,33.50820794969495
Quick_Ratio_mean,33,43,81,38,42,33,47.4,19.191143790821847
Current_ratio_max,75,116,33,108,106,33,87.6,34.28264867246987
Equity_Ratio_mean,66,24,34,18,34,34,35.2,18.525657883055057
Current_ratio_median,34,45,91,49,47,34,53.2,21.913466179497938
Debt_to_equity_ratio_mean,67,25,35,19,35,35,36.2,18.525657883055057
Average_payment_period_min,84,35,76,95,58,35,69.6,23.58601280420241
P_to_S_min,35,87,99,85,89,35,79.0,25.179356624028344
ROA_median,150,102,36,119,122,36,105.8,42.65208084021224
Net_profit_margin_median,23,44,105,37,37,37,49.2,32.112302938282085
Total_income_growth_mean,120,88,39,89,103,39,87.8,30.210925176167642
Liquidity_ratios_min,137,49,152,39,95,39,94.4,50.65372641770791
Return_from_market_min,45,47,184,40,54,40,74.0,61.69683946524327
EPS_growth_mean,107,93,40,97,100,40,87.4,26.98703392371974
Longterm_debt_to_equity_ratio_mean,186,166,137,41,164,41,138.8,57.38205294340731
Working_capital_return_median,124,76,172,42,128,42,108.4,50.32693116016513
P_to_B_mean,180,126,42,121,129,42,119.6,49.500505047928556
Return_ratio_without_risk_mean,87,56,83,43,51,43,64.0,19.77371993328519
P_to_B_max,112,167,45,172,157,45,130.6,53.40692838948895
EPS_growth_max,48,46,56,53,49,46,50.4,4.03732584763727
Total_income_growth_max,49,50,55,46,59,46,51.8,5.167204273105526
Operating_cash_flow_to_sales_max,46,184,185,179,169,46,152.6,59.92745614490908
P_to_E_mean,89,105,48,116,102,48,92.0,26.410225292488512
Net_profit_to_sale_mean,86,58,49,63,56,49,62.4,14.117365193264641
EPS_max,94,77,84,50,88,50,78.6,17.140595088852663
Liquidity_ratios_median,51,51,32,44,78,51,51.2,16.87305544351704
Longterm_debt_to_equity_ratio_min,101,84,64,51,66,51,73.2,19.485892332659546
Net_profit_to_sale_max,69,59,63,64,53,53,61.6,5.9833101206606365
Net_profit_to_Gross_profit_median,82,69,53,72,61,53,67.4,11.013627921806693
Net_working_capital_mean,92,54,62,66,68,54,68.4,14.240786495134317
Working_capital_return_min,106,153,54,88,82,54,96.6,36.64423556304593
Current_ratio_mean,41,52,60,55,55,55,52.6,7.092249290598858
Net_profit_to_Gross_profit_mean,76,55,59,62,57,55,61.8,8.348652585896719
P_to_B_median,55,133,123,128,165,55,120.8,40.276544042407615
Cost_to_sales_ratio_min,185,128,112,56,120,56,120.2,45.95867709149166
Operating_profit_to_sale_median,93,71,57,77,72,57,74.0,12.96148139681572
Net_working_capital_median,85,72,58,80,81,58,75.2,10.709808588392232
Net_profit_to_Gross_profit_min,59,78,69,75,71,59,70.4,7.266360849833979
Net_working_capital_max,72,62,71,69,62,62,67.2,4.868264577855235
Beta_mean,100,63,96,102,87,63,89.6,15.94678651014053
Net_profit_to_Gross_profit_max,64,65,70,68,64,64,66.2,2.6832815729997477
Operating_profit_to_sale_mean,91,61,65,65,65,65,69.4,12.198360545581524
Beta_median,130,66,103,136,79,66,102.8,30.670833050310193
Net_profit_to_sale_min,88,79,67,70,69,67,74.6,8.792041856133308
Return_ratio_without_risk_max,182,107,143,67,116,67,123.0,42.78434293056281
Operating_profit_to_sale_min,71,68,72,78,76,68,73.0,4.0
Stock_market_value_min,95,81,68,79,77,68,80.0,9.746794344808963
Operating_profit_margin_median,70,170,159,171,158,70,145.6,42.688405920109034
Net_profit_to_sale_median,90,73,46,71,73,73,70.6,15.757537878742351
Operating_profit_to_sale_max,73,67,73,73,70,73,71.2,2.6832815729997477
Stock_market_value_max,99,75,77,81,74,74,81.2,10.305338422390601
DPS_max,110,101,106,74,112,74,100.6,15.453155017665487
ROE_min,74,158,85,127,96,74,108.0,34.241787336527864
Stock_market_value_mean,121,86,75,92,90,75,92.8,17.079227148791013
ROI_min,132,95,78,96,105,78,101.2,19.7914122790669
P_to_E_max,97,124,79,100,117,79,103.4,17.728508115461942
Cash_to_total_assets_ratio_min,109,80,41,76,80,80,77.2,24.1805707128678
Capital_median,98,92,80,90,86,80,89.2,6.723094525588644
EPS_min,126,90,82,140,145,82,116.6,28.92749557082327
Quick_Ratio_max,50,83,44,83,92,83,70.4,21.77842969545784
Operating_profit_margin_mean,83,155,166,183,177,83,152.8,40.4623281584241
Net_profit_margin_max,37,85,119,93,85,85,83.8,29.651306885194792
ROE_max,125,112,86,104,107,86,106.8,14.131525041551603
Net_return_on_working_capital_mean,158,149,87,157,143,87,138.8,29.60067566796407
P_to_E_median,122,117,88,131,94,88,110.4,18.528356645962965
EPS_mean,135,96,89,106,119,89,109.0,18.398369492974098
Beta_min,146,89,144,139,153,89,134.2,25.762375666851845
Current_assets_ratio_mean,129,154,130,91,101,91,121.0,25.16942589730644
Sales_growth_rate_max,139,125,128,94,115,94,120.2,16.9617216107328
Operating_assets_Ratio_min,174,168,94,161,125,94,144.4,34.00441147851261
P_to_B_min,96,136,114,112,138,96,119.2,17.69745744450315
Capital_min,117,98,92,109,98,98,102.8,10.03493896344168
Return_from_market_median,102,138,155,98,111,98,120.8,24.67184630302321
Cost_to_sales_ratio_max,175,176,98,180,184,98,162.6,36.287738976133525
Stock_market_value_median,111,97,74,99,99,99,96.0,13.490737563232042
Cost_to_sales_ratio_mean,188,146,101,125,134,101,138.8,32.07335342616983
Beta_max,138,113,102,120,109,102,116.4,13.722244714331545
Cost_to_sales_ratio_median,181,139,116,103,126,103,133.0,29.90819285747636
Current_debt_to_total_debt_Ratio_mean,145,103,129,181,150,103,141.6,28.64960732715197
Gross_profit_margin_median,103,177,183,176,181,103,164.0,34.219877264537345
Working_capital_return_mean,104,57,104,110,104,104,95.8,21.844907873461036
Net_profit_margin_min,105,182,127,154,148,105,143.2,29.01206645518378
Working_capital_return_max,115,82,108,114,108,108,105.4,13.48332303254654
Gross_profit_margin_mean,108,172,187,184,182,108,166.6,33.23853185686756
Total_asset_turnover_mean,148,132,109,165,159,109,142.6,22.58982071642004
Cash_flow_returns_to_sales_mean,179,137,111,132,118,111,135.4,26.519803920843756
Current_debt_to_total_debt_Ratio_median,161,111,131,178,142,111,144.6,26.005768590833842
Capital_mean,160,110,113,115,113,113,122.2,21.20613118888026
Gross_profit_margin_min,113,187,163,144,161,113,153.6,27.382476148076893
DPS_mean,136,114,115,126,127,114,123.6,9.181503144910424
Operating_profit_margin_max,114,129,188,143,154,114,145.6,28.05886669129742
Cash_flow_returns_to_sales_min,171,161,122,169,114,114,147.4,27.245183060497133
Sales_growth_rate_mean,116,151,140,164,144,116,143.0,17.635192088548397
Total_asset_turnover_max,143,130,117,158,186,117,146.8,26.67770604830933
Total_income_growth_min,133,147,174,118,130,118,140.4,21.431285542402723
Cash_flow_returns_to_sales_median,173,171,118,129,121,118,142.4,27.327641683833605
Return_from_market_mean,118,183,145,146,185,118,155.4,28.430617298961344
Sales_growth_rate_min,166,119,149,122,173,119,145.8,24.71234509309062
Operating_profit_margin_min,119,164,162,147,155,119,149.4,18.256505689753446
Capital_max,131,120,164,160,151,120,145.2,18.99210362229524
Operating_assets_Ratio_mean,187,157,120,186,180,120,166.0,28.434134416225863
Net_working_capital_min,157,121,124,130,135,121,133.4,14.258330898110058
DPS_median,172,123,139,174,166,123,154.8,22.64287967551831
Current_assets_ratio_max,156,178,150,159,124,124,153.4,19.48845812269406
Fixed_asset_turnover_min,167,180,125,145,174,125,158.2,22.796929617823537
ROE_mean,176,127,142,166,162,127,154.6,19.768662069042506
Gross_profit_margin_max,128,148,179,156,163,128,154.8,18.833480825381166
ROA_min,164,131,133,135,136,131,139.8,13.6638208419168
ROE_median,151,140,132,188,178,132,157.8,24.232209969377536
Profit_margin_growth_rate_min,183,179,182,133,172,133,169.8,21.016660058153864
Current_assets_ratio_median,134,134,110,60,84,134,104.4,32.292413969847466
Current_assets_ratio_min,159,175,161,137,137,137,153.8,16.52876280911551
EPS_median,177,152,138,167,179,138,162.6,17.415510328439993
Cash_flow_returns_to_sales_max,141,94,160,141,167,141,140.6,28.48332845718702
Return_ratio_without_risk_median,152,141,146,148,188,141,155.0,18.867962264113206
EPS_growth_min,144,144,176,123,131,144,143.6,20.206434618705003
Operating_assets_Ratio_median,165,159,156,163,146,146,157.8,7.463243262818116
DPS_min,168,174,175,177,147,147,168.2,12.31665539016173
Fixed_asset_turnover_max,155,150,158,175,149,149,157.4,10.502380682492898
Longterm_debt_to_equity_ratio_max,163,156,168,162,152,152,160.2,6.260990336999411
Sales_growth_rate_median,154,181,177,153,156,153,164.2,13.627178724886527
Cash_to_total_assets_ratio_mean,149,160,17,152,160,160,127.6,62.0185456133889
Fixed_asset_turnover_median,178,163,181,170,183,163,175.0,8.336666000266533
Fixed_asset_turnover_mean,170,185,167,187,171,167,176.0,9.273618495495704
P_to_S_max,62,162,154,168,168,168,142.8,45.53240604229036
Current_debt_to_total_debt_Ratio_min,169,165,169,113,133,169,149.8,25.518620652378527
