Features,1,2,3,4,5,Mode,Mean,Std
Sales_growth_rate_mean,147,186,182,51,183,51,149.8,57.486520159077294
Operating_cash_flow_to_sales_mean,52,123,88,174,65,52,100.4,49.18638022867712
Current_ratio_median,63,60,66,94,53,53,67.2,15.738487856207788
Beta_mean,105,101,119,53,110,53,97.6,25.822470834527046
Total_income_growth_min,162,53,60,116,135,53,105.2,47.43100251944924
Net_profit_margin_max,54,84,70,82,73,54,72.6,11.949895397031725
EPS_growth_min,152,57,54,102,122,54,97.4,42.19952606368939
Current_ratio_max,125,122,108,55,113,55,104.6,28.55345863463829
Sales_growth_rate_max,171,109,135,59,115,59,117.8,40.831360496559505
Operating_profit_margin_median,59,188,178,84,125,59,126.8,56.56589078234338
P_to_E_median,100,113,107,60,170,60,110.0,39.42714800743264
Liquidity_ratios_mean,60,61,63,61,55,61,60.0,3.0
Gross_profit_margin_min,104,159,165,62,160,62,130.0,45.458772530722825
Current_ratio_mean,75,70,71,65,63,63,68.8,4.816637831516918
Cash_to_total_assets_ratio_min,99,88,64,74,64,64,77.8,15.401298646542765
ROE_max,116,114,65,77,76,65,89.6,23.67065694060898
DPS_max,66,67,49,66,41,66,57.8,12.029131306956458
Stock_market_value_median,107,80,112,67,97,67,92.6,18.822858443923973
Return_min,68,68,68,170,47,68,84.2,48.81802945633918
Current_assets_ratio_median,157,118,155,98,68,68,119.2,38.022361841421684
Net_profit_to_sale_mean,69,87,106,85,89,69,87.2,13.160547101089682
Net_profit_to_sale_median,84,76,99,71,80,71,82.0,10.653637876331258
Net_profit_to_Gross_profit_mean,71,110,127,115,111,71,106.8,21.12344668845499
Operating_assets_Ratio_min,114,129,184,166,71,71,132.8,44.47133908485329
Operating_profit_to_sale_mean,72,107,126,110,108,72,104.6,19.793938466106233
P_to_B_max,156,177,157,72,181,72,148.6,44.2978554785669
Return_from_market_median,161,172,175,73,184,73,153.0,45.46977017755863
Quick_Ratio_max,74,74,69,88,67,74,74.4,8.203657720797473
Return_ratio_without_risk_median,188,83,78,75,75,75,99.8,49.41356089172283
P_to_S_mean,137,75,149,123,136,75,124.0,28.89636655359978
EPS_mean,141,131,87,121,77,77,111.4,27.978563222581677
P_to_E_mean,124,173,77,106,116,77,119.2,34.93851742704604
Stock_market_value_min,95,89,117,78,100,78,95.8,14.411800720243116
Operating_profit_margin_mean,78,165,159,99,139,78,128.0,38.05259518088089
Stock_market_value_max,79,90,114,83,92,79,91.6,13.575713609236164
Current_debt_to_total_debt_Ratio_mean,168,79,86,182,169,79,136.8,49.93696025991169
Net_working_capital_max,80,102,115,100,98,80,99.0,12.529964086141668
DPS_min,122,133,164,80,146,80,129.0,31.54362059117501
Net_working_capital_mean,76,81,91,79,81,81,81.6,5.639148871948674
Gross_profit_margin_median,81,183,152,114,167,81,139.4,41.46444259844813
ROI_min,120,104,82,151,114,82,114.2,25.14358765172544
Operating_profit_to_sale_min,82,152,186,173,168,82,152.2,41.08771105817407
Net_profit_to_sale_max,83,85,105,81,85,85,87.8,9.757048734120374
Operating_profit_to_sale_median,86,112,133,119,118,86,113.6,17.242389625571047
P_to_B_mean,144,157,185,86,148,86,144.0,36.15936946352909
Working_capital_return_mean,121,98,111,87,94,87,102.2,13.663820841916802
Sales_growth_rate_min,150,130,92,126,87,87,117.0,26.758176320519304
Stock_market_value_mean,88,94,120,92,101,88,99.0,12.649110640673518
Operating_profit_to_sale_max,89,95,116,89,91,89,96.0,11.445523142259598
Gross_profit_margin_max,108,135,89,164,180,89,135.2,37.78491762595229
DPS_mean,139,136,95,158,90,90,123.6,29.669850016472953
Operating_assets_Ratio_mean,136,179,103,93,109,93,124.0,34.62657938636157
ROE_mean,175,151,128,146,93,93,138.6,30.51720826025867
Net_profit_to_Gross_profit_max,77,97,118,95,95,95,96.4,14.553350129781116
Beta_max,127,120,102,96,117,96,112.4,12.934450123604018
Gross_profit_margin_mean,96,181,134,107,179,96,139.4,39.56387240905521
Beta_min,182,162,153,97,188,97,156.4,36.14277244484712
Current_assets_ratio_mean,172,141,174,120,99,99,141.2,32.614413991362774
Working_capital_return_max,128,108,121,101,105,101,112.6,11.414902540100812
Operating_profit_margin_max,110,128,101,178,187,101,140.8,39.417001408021896
Operating_assets_Ratio_median,115,137,188,134,102,102,135.2,32.797865784224435
Net_profit_to_sale_min,85,103,123,103,103,103,103.4,13.446189051177289
EPS_min,184,156,104,148,158,104,150.0,29.0516780926679
Capital_median,113,115,146,105,119,105,119.6,15.614096195425466
Liquidity_ratios_max,111,106,98,40,106,106,92.2,29.54995769878529
Net_profit_margin_min,106,175,168,172,121,106,148.4,32.39290045673589
P_to_E_max,167,182,110,154,134,110,149.4,28.209927330640184
Cost_to_sales_ratio_min,183,121,173,113,182,113,154.4,34.47897910321592
Return_from_market_min,117,117,113,163,74,117,116.8,31.546790645008564
Capital_mean,131,125,150,118,129,118,130.6,11.928956366757319
Capital_min,118,139,177,132,152,118,143.6,22.345021816950638
Current_debt_to_total_debt_Ratio_min,154,169,171,122,149,122,153.0,19.73575435599055
DPS_median,176,164,122,180,132,122,154.8,26.290682760247975
Cash_flow_returns_to_sales_mean,123,168,156,185,171,123,160.6,23.41580662714825
Capital_max,174,124,160,130,140,124,145.6,20.94755355644186
Current_assets_ratio_max,165,185,137,186,124,124,159.4,28.05886669129742
Cost_to_sales_ratio_max,166,161,125,152,157,125,152.2,16.05303709582707
Net_profit_to_Gross_profit_median,93,126,142,131,126,126,123.6,18.31119875922928
Cash_flow_returns_to_sales_median,126,174,167,181,155,126,160.6,21.593980642762464
Longterm_debt_to_equity_ratio_max,187,153,158,171,127,127,159.2,22.297981971469973
P_to_B_min,129,149,187,159,147,129,154.2,21.288494545176274
Cash_flow_returns_to_sales_max,151,158,129,187,150,129,155.0,20.91650066335189
P_to_B_median,130,163,162,160,151,130,153.2,13.809417076763232
EPS_median,181,184,144,179,130,130,163.6,24.84552273549502
ROA_min,180,145,131,137,173,131,153.2,21.98181066245454
Fixed_asset_turnover_max,158,155,136,133,156,133,147.6,12.05404496424333
Cost_to_sales_ratio_median,148,134,179,161,175,134,159.4,18.742998692845283
Cost_to_sales_ratio_mean,170,138,172,177,186,138,168.6,18.18790807102345
Total_asset_turnover_mean,13,143,138,141,141,141,115.2,57.159426169268
Total_asset_turnover_max,7,144,139,142,142,142,114.8,60.288473193472065
Average_payment_period_max,142,28,140,143,143,143,119.2,50.997058738715516
Average_payment_period_mean,143,17,141,144,144,144,117.8,56.36222138986362
Cash_flow_returns_to_sales_min,145,170,166,162,174,145,163.4,11.216059914247962
Fixed_asset_turnover_min,155,187,145,183,178,145,169.6,18.51485889765299
Net_return_on_working_capital_min,146,146,143,139,112,146,137.2,14.377065069060514
Net_return_on_working_capital_mean,149,148,147,147,56,147,129.4,41.04022417092772
Operating_cash_flow_to_sales_max,185,147,176,167,177,147,170.4,14.553350129781116
Current_assets_ratio_min,169,171,181,149,166,149,167.2,11.627553482998906
Fixed_asset_turnover_mean,163,160,161,156,172,156,162.4,5.941380311005179
P_to_S_max,160,142,163,129,163,163,151.4,15.274161188098022
Current_debt_to_total_debt_Ratio_median,164,45,85,175,164,164,126.6,58.15754465243525
Net_profit_to_Gross_profit_min,73,154,180,165,165,165,147.4,42.60633755675322
Fixed_asset_turnover_median,173,167,170,169,176,167,171.0,3.5355339059327378
ROE_median,178,178,130,176,131,178,158.6,25.667099563448925
