Features,1,2,3,4,5,Mode,Mean,Std
Net_working_capital_median,79,51,43,26,47,26,49.2,19.188538245525635
Average_payment_period_min,26,91,48,45,81,26,58.2,26.975915183733804
Net_working_capital_mean,29,28,40,27,30,27,30.8,5.263078946776307
Cost_to_sales_ratio_min,45,39,35,44,27,27,38.0,7.3484692283495345
Operating_assets_Ratio_max,28,38,29,41,36,28,34.4,5.683308895353129
Cost_to_sales_ratio_mean,39,47,41,52,28,28,41.4,9.071934744033381
Net_return_on_working_capital_median,112,188,168,28,184,28,136.0,67.58698099486321
Cost_to_sales_ratio_median,43,48,47,57,29,29,44.8,10.207840124139876
Cost_to_sales_ratio_max,30,62,55,64,44,30,51.0,14.106735979665885
Sale_to_current_assets_median,58,31,33,128,40,31,58.0,40.55243519198323
Current_debt_to_total_debt_Ratio_mean,50,89,60,32,41,32,54.4,21.961329650091773
Working_capital_return_mean,164,49,72,40,32,32,71.4,53.88691863523095
Beta_max,150,114,32,95,103,32,98.8,42.856738093326705
Current_debt_to_total_debt_Ratio_max,40,56,62,33,52,33,48.6,11.86591757935306
Sale_to_current_assets_mean,66,33,38,141,48,33,65.2,44.211989324164094
Stock_market_value_median,49,37,13,34,34,34,33.4,12.973048986263793
Return_from_market_max,38,34,36,59,46,34,42.6,10.237187113655782
P_to_B_median,34,36,54,43,51,34,43.6,8.848728722251575
Total_asset_turnover_median,93,44,34,113,53,34,67.4,33.93081195609678
Current_debt_to_total_debt_Ratio_median,65,98,78,35,50,35,65.2,24.40696621868437
Working_capital_return_max,160,64,77,51,35,35,77.4,48.72678934631339
Net_return_on_working_capital_min,134,41,45,36,39,36,59.0,42.053537306628556
P_to_S_max,36,96,84,79,86,36,76.2,23.306651411131543
Return_from_market_median,35,29,37,55,37,37,38.6,9.736529155710468
Net_return_on_working_capital_mean,76,40,46,37,38,37,47.4,16.36459593146131
Net_working_capital_min,37,116,109,77,82,37,84.2,31.268194703244383
Fixed_asset_turnover_median,41,57,50,38,43,38,45.8,7.661592523751182
Sale_to_current_assets_min,92,42,39,187,60,39,84.0,61.31476168101773
EPS_growth_median,42,50,52,61,68,42,54.6,10.089598604503552
Current_debt_to_total_debt_Ratio_min,62,146,53,42,54,42,71.4,42.30602793929016
Gross_profit_margin_min,68,76,42,138,63,42,77.4,36.135854770573786
Return_ratio_without_risk_median,57,43,73,121,69,43,72.6,29.475413483104862
Fixed_asset_turnover_mean,44,72,56,49,57,44,55.6,10.597169433391164
Total_asset_turnover_min,155,52,44,111,66,44,85.6,46.650830646409716
Operating_assets_Ratio_mean,54,45,51,47,65,45,52.4,7.861297602813418
Return_ratio_without_risk_max,60,87,94,115,45,45,80.2,27.81546332528006
Sale_to_current_assets_max,72,46,49,174,56,46,79.4,53.83121770868647
Operating_profit_margin_max,77,71,181,46,55,46,86.0,54.52522352086234
P_to_B_min,47,63,69,80,64,47,64.6,11.92895636675732
Average_payment_period_mean,48,135,136,123,127,48,113.8,37.184674262389336
Total_income_growth_median,51,55,58,85,67,51,63.2,13.535139452550904
P_to_E_median,53,53,74,50,58,53,57.6,9.607288899580361
Return_ratio_without_risk_min,176,160,96,54,77,54,112.6,53.01697841258025
Cash_flow_returns_to_sales_min,170,54,172,137,147,54,136.0,48.21306876771069
Average_payment_period_median,55,115,183,146,168,55,133.4,50.74741372720388
Sales_growth_rate_median,125,80,119,56,71,56,90.2,30.34303874037668
Sales_growth_rate_max,56,97,143,101,72,56,93.8,33.116461163596576
Longterm_debt_to_equity_ratio_min,97,171,57,179,95,57,119.8,52.92636394085655
Operating_profit_margin_median,98,102,123,58,78,58,91.8,24.742675683927153
P_to_E_max,64,59,67,60,79,59,65.8,8.04363102087608
Sales_growth_rate_min,78,95,121,90,59,59,88.6,22.81008548866049
P_to_S_median,59,107,93,114,110,59,96.6,22.456624857711812
Gross_profit_margin_mean,158,187,59,117,174,59,139.0,51.898940258930146
ROI_median,90,60,145,78,87,60,92.0,31.851216617265973
Return_min,46,58,61,53,61,61,55.8,6.3796551630946325
Return_median,61,75,76,65,73,61,70.0,6.6332495807108
ROA_max,124,61,178,96,80,61,107.8,45.53240604229036
Return_from_market_min,67,78,98,82,62,62,77.4,14.064138793399332
Debt_to_equity_ratio_median,108,84,165,62,114,62,106.6,38.62382684302528
Equity_Ratio_median,109,85,164,63,115,63,107.2,37.87083310411853
Gross_profit_margin_median,180,169,63,83,171,63,133.2,55.56257733402942
Debt_to_total_assets_ratio_min,73,86,65,167,94,65,97.0,40.712405971644564
ROI_mean,118,65,150,74,97,65,100.8,34.390405638782454
P_to_E_mean,71,66,68,67,92,66,72.8,10.894952959971878
Operating_profit_margin_mean,120,122,124,66,89,66,104.2,25.7332469774026
ROI_max,139,67,158,88,75,67,105.4,40.61157470475627
DuPont_Ratio_median,83,68,185,81,106,68,104.6,46.981911412798006
Gross_profit_margin_max,154,144,82,68,99,68,109.4,37.94469659912963
EPS_min,69,117,90,148,74,69,99.6,32.89832822500256
Cash_flow_returns_to_sales_median,166,69,103,133,144,69,123.0,37.769034936042516
P_to_S_mean,32,70,64,69,70,70,61.0,16.401219466856727
EPS_growth_min,70,106,140,70,101,70,97.4,29.168476134347504
Equity_Ratio_min,81,165,70,182,84,70,116.4,52.72855014126597
Total_income_growth_min,75,110,144,71,117,71,103.4,30.54995908344232
Debt_to_equity_ratio_min,80,164,71,181,85,71,116.2,51.987498497234895
Return_ratio_without_risk_mean,156,131,107,72,163,72,125.8,37.31889601796924
DuPont_Ratio_mean,107,73,175,109,139,73,120.6,38.351010416936866
Profit_margin_before_interest_and_taxes_min,187,167,97,73,170,73,138.8,50.42023403357029
Profit_margin_before_interest_and_taxes_max,74,177,104,149,158,74,132.4,42.24097536752673
EPS_max,167,74,176,165,177,74,151.8,43.814381200697106
Debt_to_total_assets_ratio_mean,85,79,75,164,104,75,101.4,36.71920478441765
Profit_margin_growth_rate_min,99,121,129,75,145,75,113.8,27.298351598585583
Cash_to_total_assets_ratio_min,117,152,92,87,76,76,104.8,30.35951251255527
EPS_median,174,175,177,76,150,76,150.4,43.02673587433748
ROA_mean,131,77,169,84,122,77,116.6,37.460646016853474
Debt_to_total_assets_ratio_median,87,82,79,169,105,79,104.4,37.493999519923186
Debt_to_total_assets_ratio_max,88,81,80,159,121,80,105.8,34.12770135828078
Working_capital_return_min,148,118,81,171,83,81,120.2,39.619439672968625
Net_profit_margin_max,82,172,101,160,162,82,135.4,40.887650947443774
ROA_median,104,83,163,91,123,83,112.8,31.877892025665687
Operating_profit_margin_min,163,141,83,108,155,83,130.0,33.645207682521445
Average_payment_period_max,84,136,135,122,126,84,120.6,21.302582003128165
Cash_flow_returns_to_sales_max,110,140,85,145,188,85,133.6,38.888301582866795
Longterm_debt_to_equity_ratio_max,96,109,122,86,93,86,101.2,14.307340773183533
Operating_cash_flow_to_sales_min,145,128,86,134,159,86,130.4,27.482721844824614
Net_profit_margin_mean,86,185,110,172,183,86,147.2,45.97499320282712
Total_asset_turnover_mean,89,93,87,107,88,87,92.8,8.258329128825032
Longterm_debt_to_equity_ratio_mean,147,103,166,89,116,89,124.2,31.712773451718157
Net_profit_margin_min,169,166,89,94,178,89,139.2,43.80296793597438
DuPont_Ratio_min,116,90,187,132,152,90,135.4,36.698773821478014
Sales_growth_rate_mean,144,125,148,102,91,91,122.0,25.149552679918582
Operating_cash_flow_to_sales_mean,182,112,91,154,161,91,140.0,37.36977388210959
Profit_margin_before_interest_and_taxes_mean,91,178,108,163,182,91,144.4,42.02737203299773
DPS_max,128,92,170,144,148,92,136.4,28.996551519103093
ROI_min,181,143,173,92,169,92,151.6,36.23258202226278
Fixed_asset_turnover_max,132,184,162,93,143,93,142.8,34.142349069740355
Total_asset_turnover_max,94,94,88,103,90,94,93.8,5.761944116355173
Quick_Ratio_mean,95,162,127,135,146,95,133.0,24.969981978367546
Current_ratio_max,115,180,95,143,156,95,137.8,33.5067157447578
Cash_to_total_assets_ratio_mean,151,142,149,162,96,96,140.0,25.622255950637914
DPS_min,152,124,174,97,154,97,140.2,30.00333314816872
Net_return_on_working_capital_max,113,186,154,157,98,98,141.6,35.64126821537079
Debt_to_equity_ratio_mean,177,104,159,98,185,98,144.6,40.95485319226526
P_to_S_min,100,126,99,130,129,99,116.8,15.865055940651454
Equity_Ratio_max,140,99,133,175,136,99,136.6,26.98703392371974
Equity_Ratio_mean,178,105,160,99,186,99,145.6,40.95485319226526
Cash_to_total_assets_ratio_max,126,153,125,168,100,100,134.4,26.53865105840913
Debt_to_equity_ratio_max,141,100,132,176,137,100,137.2,27.068431797945003
Current_assets_ratio_min,130,148,152,100,187,100,143.4,31.855925665407998
Quick_Ratio_max,101,181,115,156,166,101,143.8,34.23010371003863
Current_assets_ratio_median,188,101,180,186,160,101,163.0,36.38681079732051
ROA_min,102,173,131,178,108,102,138.4,35.59915729339671
Operating_cash_flow_to_sales_median,168,123,102,151,157,102,140.2,27.04995378923964
Total_income_growth_mean,173,157,141,185,102,102,151.6,32.30789377226562
Current_ratio_median,159,139,113,104,112,104,125.4,22.941229260874405
ROE_max,129,133,151,105,135,105,130.6,16.57709262808168
Liquidity_ratios_min,105,147,120,173,151,105,139.2,26.836542251191748
DuPont_Ratio_max,185,108,106,155,165,106,143.8,35.294475488382034
Net_profit_margin_median,106,179,114,183,173,106,151.0,37.70278504301771
Cash_to_total_assets_ratio_median,184,132,167,152,107,107,148.4,30.038308873836424
P_to_E_min,121,130,112,110,119,110,118.4,7.956129712366434
Current_ratio_min,172,127,111,106,111,111,125.4,27.226825007701503
Profit_margin_growth_rate_median,111,134,138,124,128,111,127.0,10.44030650891055
Longterm_debt_to_equity_ratio_median,142,111,156,126,179,111,142.8,26.35716221447218
Liquidity_ratios_max,138,155,117,112,113,112,127.0,18.881207588499205
Operating_assets_Ratio_median,183,113,153,161,181,113,158.2,28.340783334269364
Quick_Ratio_median,114,151,130,118,133,114,129.2,14.549914089093447
Liquidity_ratios_mean,171,161,142,116,132,116,144.4,22.074872593063816
Operating_cash_flow_to_sales_max,157,120,118,140,149,118,136.8,17.340703561274555
EPS_growth_max,146,149,171,131,118,118,143.0,19.987496091306685
Profit_margin_growth_rate_mean,119,137,134,120,125,119,127.0,8.154753215150045
Profit_margin_growth_rate_max,135,138,137,119,124,119,130.6,8.561541917201597
Current_assets_ratio_mean,165,119,179,147,176,119,157.2,24.76287543884999
Operating_assets_Ratio_min,123,183,184,177,120,120,157.4,32.89832822500256
Quick_Ratio_min,122,150,139,129,138,122,135.6,10.644247272588137
Liquidity_ratios_median,149,168,146,125,141,125,145.8,15.482247898803326
EPS_growth_mean,179,145,126,150,130,126,146.0,20.988091861815356
Current_ratio_mean,127,158,105,127,134,127,130.2,18.99210362229524
DPS_median,133,174,128,166,131,128,146.4,21.80137610335641
ROE_min,136,129,188,136,142,136,146.2,23.815961034566715
DPS_mean,137,156,161,184,153,137,158.2,16.991174179555692
Current_assets_ratio_max,161,154,186,139,175,139,163.0,18.261982367749674
ROE_median,186,176,147,142,167,142,163.6,18.76965636339675
ROE_mean,143,163,157,188,164,143,163.0,16.294170736800325
Cash_flow_returns_to_sales_mean,153,88,100,153,140,153,126.8,30.703420004944075
EPS_mean,162,159,155,158,172,155,161.2,6.534523701081817
Profit_margin_before_interest_and_taxes_median,103,170,116,180,180,180,149.8,37.298793546172504
Total_income_growth_max,175,182,182,170,109,182,163.6,30.940265027953462
